Ride_ID,Pickup_Location,Drop_Location,Distance_KM,Duration_Minutes,Fare_Amount,Driver_ID,Customer_Rating,Cancellation_Status,Time_of_Day,Day_of_Week,Vehicle_Type
RIDE100276,Vashi,Sion,2.88,9,40.82,D1161,2.0,No,Morning,Tue,Auto
RIDE100277,Andheri,Powai,9.31,27,182.24,D1153,1.7,No,Morning,Fri,SUV
RIDE100278,Colaba,Sion,9.44,32,169.9,D1845,1.3,No,Morning,Tue,Mini
RIDE100279,Vashi,Powai,33.44,85,723.22,D1289,4.1,No,Morning,Fri,SUV
RIDE100280,Andheri,Sion,7.82,23,137.61,D1637,2.0,No,Night,Sun,Mini
RIDE100281,Vashi,Ghatkopar,6.12,21,64.86,D1554,2.4,No,Morning,Wed,Auto
RIDE100282,Mulund,Vikhroli,4.53,13,72.27,D1503,4.8,No,Afternoon,Sat,Sedan
RIDE100283,Thane,Powai,32.32,109,743.17,D1717,4.6,No,Morning,Fri,Auto
RIDE100284,Vashi,Chembur,22.67,65,562.16,D1063,2.7,No,Afternoon,Wed,Sedan
RIDE100285,Dadar,Wadala,24.82,80,445.55,D1278,1.9,No,Afternoon,Sun,Auto
RIDE100286,Bandra,Kurla,6.59,19,132.87,D1548,2.4,No,Night,Wed,SUV
RIDE100287,Kalyan,Kurla,4.07,13,71.65,D1721,3.8,Yes,Evening,Tue,Auto
RIDE100288,Colaba,Sion,14.47,36,252.81,D1839,5.0,Yes,Night,Sun,SUV
RIDE100289,Vashi,Worli,9.49,28,285.62,D1143,1.5,Yes,Afternoon,Tue,Mini
RIDE100290,Mulund,Sion,24.33,83,294.42,D1600,2.0,No,Morning,Mon,Mini
RIDE100291,Borivali,Chembur,4.13,13,124.82,D1125,1.2,No,Afternoon,Fri,SUV
RIDE100292,Mulund,Matunga,2.0,6,28.64,D1219,4.6,No,Night,Tue,Auto
RIDE100293,Panvel,Juhu,21.98,69,493.94,D1903,3.2,Yes,Evening,Thu,Mini
RIDE100294,Mulund,Ghatkopar,22.85,75,370.83,D1821,3.2,Yes,Night,Sun,Sedan
RIDE100295,Borivali,Worli,27.57,78,665.58,D1329,2.6,No,Evening,Fri,Mini
RIDE100296,Andheri,Vikhroli,2.99,10,69.48,D1785,3.3,No,Afternoon,Mon,Mini
RIDE100297,Colaba,Vikhroli,19.15,63,544.37,D1782,5.0,No,Night,Wed,Mini
RIDE100298,Bandra,Ghatkopar,21.15,69,580.37,D1935,3.4,No,Evening,Fri,Mini
RIDE100299,Panvel,Ghatkopar,29.45,97,1008.95,D1555,2.2,No,Morning,Mon,Mini
RIDE100300,Panvel,Ghatkopar,1.68,5,30.73,D1628,1.8,No,Afternoon,Sun,Sedan
RIDE100301,Andheri,Powai,6.02,19,81.52,D1113,4.4,No,Morning,Wed,SUV
RIDE100302,Panvel,Kurla,12.44,35,427.89,D1749,4.8,No,Night,Sat,Sedan
RIDE100303,Bandra,Worli,24.58,84,729.41,D1228,3.7,No,Night,Wed,Sedan
RIDE100304,Bandra,Chembur,25.78,88,869.24,D1400,4.4,No,Morning,Tue,Sedan
RIDE100305,Panvel,Ghatkopar,22.75,59,509.71,D1339,4.0,No,Evening,Tue,Auto
RIDE100306,Dadar,Matunga,1.39,3,37.99,D1358,2.0,No,Morning,Mon,SUV
RIDE100307,Borivali,Wadala,33.95,114,758.0,D1387,2.4,No,Night,Sun,Mini
RIDE100308,Bandra,Matunga,3.51,11,60.98,D1326,2.0,No,Evening,Tue,SUV
RIDE100309,Bandra,Kurla,19.6,66,241.62,D1608,4.9,No,Morning,Thu,Mini
RIDE100310,Panvel,Wadala,6.34,16,95.98,D1194,2.6,No,Evening,Sat,Sedan
RIDE100311,Kalyan,Ghatkopar,4.26,12,101.14,D1502,1.6,No,Night,Mon,Sedan
RIDE100312,Panvel,Matunga,7.79,19,111.17,D1298,4.9,No,Morning,Wed,SUV
RIDE100313,Borivali,Matunga,31.43,86,818.65,D1396,1.7,No,Evening,Tue,SUV
RIDE100314,Andheri,Vikhroli,15.95,44,493.29,D1577,1.2,No,Morning,Mon,Sedan
RIDE100315,Vashi,Wadala,34.0,105,810.56,D1860,2.5,No,Night,Fri,Mini
RIDE100316,Borivali,Vikhroli,3.68,12,102.52,D1514,3.3,No,Afternoon,Mon,SUV
RIDE100317,Bandra,Chembur,34.05,112,447.92,D1433,1.3,No,Afternoon,Sun,Mini
RIDE100318,Panvel,Vikhroli,11.87,38,358.28,D1089,2.6,No,Evening,Sun,Sedan
RIDE100319,Vashi,Matunga,32.18,80,885.28,D1601,3.1,No,Night,Tue,Mini
RIDE100320,Panvel,Juhu,20.81,72,260.23,D1108,3.3,No,Evening,Sun,Sedan
RIDE100321,Mulund,Vikhroli,14.02,41,353.64,D1038,1.7,No,Night,Mon,SUV
RIDE100322,Dadar,Ghatkopar,2.68,7,44.8,D1381,1.1,No,Evening,Wed,Sedan
RIDE100323,Borivali,Kurla,34.06,92,596.46,D1761,2.8,No,Evening,Sat,SUV
RIDE100324,Panvel,Kurla,7.39,20,226.13,D1758,2.9,No,Evening,Sun,Auto
RIDE100325,Vashi,Chembur,3.23,10,64.87,D1799,4.4,No,Morning,Tue,Mini
RIDE100326,Colaba,Powai,9.48,28,312.37,D1721,1.8,No,Night,Fri,SUV
RIDE100327,Thane,Powai,9.23,27,195.24,D1983,4.5,No,Evening,Wed,Mini
RIDE100328,Kalyan,Kurla,10.69,30,150.44,D1585,4.1,No,Afternoon,Sat,Mini
RIDE100329,Colaba,Vikhroli,23.15,69,731.9,D1990,4.1,Yes,Afternoon,Sat,Mini
RIDE100330,Panvel,Powai,8.61,26,289.08,D1729,4.9,No,Night,Thu,Sedan
RIDE100331,Borivali,Vikhroli,8.42,23,193.79,D1638,2.6,No,Evening,Fri,Sedan
RIDE100332,Kalyan,Kurla,17.38,49,293.93,D1332,4.4,No,Evening,Tue,Mini
RIDE100333,Vashi,Ghatkopar,31.59,104,949.57,D1614,2.6,No,Afternoon,Sat,Auto
RIDE100334,Borivali,Vikhroli,9.82,28,193.52,D1036,3.3,No,Afternoon,Wed,Mini
RIDE100335,Vashi,Matunga,31.82,100,721.77,D1865,1.7,No,Afternoon,Wed,Auto
RIDE100336,Borivali,Chembur,26.19,84,627.93,D1934,1.7,No,Evening,Sat,Auto
RIDE100337,Colaba,Sion,8.59,28,176.2,D1908,2.3,No,Evening,Thu,Auto
RIDE100338,Borivali,Powai,30.46,93,1023.69,D1072,2.9,No,Morning,Sun,SUV
RIDE100339,Vashi,Vikhroli,15.05,50,207.23,D1205,2.4,No,Night,Tue,Sedan
RIDE100340,Bandra,Kurla,17.58,55,253.51,D1649,1.2,No,Afternoon,Sun,Mini
RIDE100341,Panvel,Chembur,17.65,57,215.35,D1629,2.7,No,Night,Thu,SUV
RIDE100342,Andheri,Powai,19.15,61,646.35,D1913,2.3,No,Afternoon,Mon,Auto
RIDE100343,Colaba,Ghatkopar,24.58,69,325.03,D1392,3.0,No,Morning,Sun,Auto
RIDE100344,Kalyan,Vikhroli,16.5,49,381.2,D1444,4.6,No,Evening,Thu,Sedan
RIDE100345,Colaba,Chembur,33.23,113,667.42,D1233,1.9,No,Afternoon,Sat,Auto
RIDE100346,Panvel,Worli,6.75,19,177.28,D1038,2.5,No,Morning,Fri,Auto
RIDE100347,Thane,Powai,2.64,6,55.72,D1126,3.2,No,Afternoon,Tue,Auto
RIDE100348,Kalyan,Wadala,23.5,74,393.61,D1620,3.8,No,Morning,Fri,Auto
RIDE100349,Kalyan,Kurla,27.68,82,698.23,D1796,2.1,No,Afternoon,Wed,SUV
RIDE100350,Kalyan,Chembur,2.34,7,35.55,D1955,2.9,No,Morning,Sat,Auto
RIDE100351,Thane,Juhu,23.75,62,290.99,D1523,1.3,No,Evening,Sat,Mini
RIDE100352,Borivali,Vikhroli,9.98,25,302.69,D1895,1.2,No,Evening,Thu,Auto
RIDE100353,Thane,Powai,1.33,3,34.82,D1336,2.4,No,Evening,Sat,Auto
RIDE100354,Dadar,Sion,7.22,20,245.9,D1278,4.3,No,Night,Sun,SUV
RIDE100355,Bandra,Kurla,5.51,17,190.31,D1864,1.6,No,Night,Sun,SUV
RIDE100356,Bandra,Juhu,13.91,39,149.12,D1700,4.5,No,Afternoon,Thu,SUV
RIDE100357,Thane,Wadala,15.98,40,421.46,D1012,3.8,No,Afternoon,Sat,Sedan
RIDE100358,Vashi,Worli,24.4,76,508.04,D1744,2.0,No,Night,Tue,Auto
RIDE100359,Andheri,Chembur,18.19,54,407.38,D1169,1.3,No,Afternoon,Wed,Sedan
RIDE100360,Andheri,Worli,8.57,26,172.1,D1240,1.3,No,Night,Mon,SUV
RIDE100361,Borivali,Sion,5.04,15,132.72,D1105,2.6,Yes,Morning,Sun,Auto
RIDE100362,Panvel,Juhu,22.68,76,545.64,D1670,3.7,No,Evening,Sun,Auto
RIDE100363,Colaba,Matunga,12.29,40,307.23,D1733,3.6,No,Morning,Mon,Mini
RIDE100364,Andheri,Sion,13.07,40,392.07,D1560,3.1,No,Morning,Tue,SUV
RIDE100365,Bandra,Wadala,4.64,14,68.16,D1952,4.4,No,Afternoon,Sat,Sedan
RIDE100366,Thane,Wadala,2.58,8,69.15,D1126,4.1,No,Afternoon,Thu,Auto
RIDE100367,Vashi,Powai,19.81,58,487.88,D1946,3.0,No,Afternoon,Sat,Mini
RIDE100368,Bandra,Kurla,14.17,43,454.4,D1516,4.5,No,Afternoon,Wed,SUV
RIDE100369,Dadar,Vikhroli,16.4,43,333.23,D1716,4.5,No,Evening,Sat,Mini
RIDE100370,Colaba,Ghatkopar,22.22,62,414.01,D1688,1.5,No,Afternoon,Fri,Sedan
RIDE100371,Thane,Sion,20.12,62,675.36,D1727,2.7,No,Evening,Sun,SUV
RIDE100372,Andheri,Worli,4.62,13,52.33,D1057,1.8,No,Afternoon,Wed,Sedan
RIDE100373,Bandra,Powai,24.48,68,706.0,D1033,2.4,No,Afternoon,Sat,SUV
RIDE100374,Colaba,Worli,27.67,91,475.67,D1680,1.2,No,Night,Sun,Sedan
RIDE100375,Vashi,Powai,1.44,3,36.74,D1799,4.4,No,Afternoon,Sat,Sedan
RIDE100376,Panvel,Worli,26.11,70,734.29,D1198,2.2,No,Morning,Tue,Mini
RIDE100377,Vashi,Kurla,13.82,40,330.5,D1133,1.6,No,Morning,Wed,SUV
RIDE100378,Bandra,Powai,6.23,17,70.22,D1954,3.5,No,Evening,Thu,Sedan
RIDE100379,Thane,Sion,18.86,65,434.07,D1805,3.0,No,Night,Mon,Sedan
RIDE100380,Colaba,Ghatkopar,23.55,66,408.34,D1973,4.0,No,Morning,Mon,Sedan
RIDE100381,Borivali,Ghatkopar,31.75,98,810.52,D1981,1.2,No,Night,Sun,Auto
RIDE100382,Mulund,Vikhroli,19.37,53,635.01,D1841,4.1,No,Night,Thu,Auto
RIDE100383,Kalyan,Ghatkopar,11.89,30,147.42,D1994,4.8,No,Morning,Sat,Auto
RIDE100384,Colaba,Ghatkopar,30.41,88,383.11,D1550,4.3,No,Night,Sat,Auto
RIDE100385,Bandra,Powai,16.61,47,202.44,D1055,1.7,No,Morning,Fri,Mini
RIDE100386,Kalyan,Wadala,14.19,44,295.52,D1017,2.6,No,Morning,Sat,Auto
RIDE100387,Panvel,Powai,24.83,63,824.39,D1108,2.2,No,Morning,Wed,SUV
RIDE100388,Mulund,Wadala,28.95,73,402.64,D1225,1.5,No,Evening,Sat,Mini
RIDE100389,Kalyan,Sion,33.55,84,1069.21,D1144,1.5,Yes,Night,Fri,Auto
RIDE100390,Kalyan,Ghatkopar,26.44,89,491.69,D1422,4.6,No,Afternoon,Tue,Mini
RIDE100391,Colaba,Juhu,29.38,79,427.01,D1818,3.3,Yes,Night,Sat,Auto
RIDE100392,Kalyan,Kurla,9.52,25,233.38,D1974,2.3,No,Afternoon,Mon,Sedan
RIDE100393,Panvel,Kurla,31.6,89,672.01,D1631,3.6,No,Afternoon,Fri,Sedan
RIDE100394,Dadar,Wadala,6.73,18,199.49,D1729,4.0,No,Evening,Tue,Sedan
RIDE100395,Borivali,Matunga,16.14,52,357.89,D1111,1.7,No,Evening,Sun,Mini
RIDE100396,Vashi,Ghatkopar,9.95,33,118.52,D1077,4.6,No,Morning,Sun,SUV
RIDE100397,Panvel,Ghatkopar,31.81,97,750.29,D1552,2.9,No,Evening,Thu,Mini
RIDE100398,Panvel,Vikhroli,5.55,16,68.06,D1372,3.0,No,Afternoon,Sun,Mini
RIDE100399,Borivali,Chembur,7.09,24,187.78,D1990,1.6,No,Evening,Mon,Mini
RIDE100400,Borivali,Ghatkopar,3.14,9,34.76,D1211,3.1,No,Night,Thu,SUV
RIDE100401,Andheri,Powai,34.34,96,947.56,D1533,3.5,No,Evening,Fri,Mini
RIDE100402,Mulund,Wadala,13.42,42,414.5,D1529,2.0,No,Afternoon,Fri,SUV
RIDE100403,Dadar,Sion,17.55,52,440.6,D1513,4.5,No,Afternoon,Mon,Sedan
RIDE100404,Colaba,Chembur,7.35,21,205.3,D1121,3.6,No,Evening,Sat,Auto
RIDE100405,Borivali,Matunga,17.29,53,452.68,D1420,1.1,Yes,Afternoon,Tue,Auto
RIDE100406,Panvel,Chembur,2.9,7,42.05,D1981,2.6,No,Morning,Sat,Sedan
RIDE100407,Thane,Ghatkopar,16.27,56,515.48,D1174,1.9,No,Afternoon,Sun,Mini
RIDE100408,Panvel,Worli,9.99,32,185.48,D1464,3.4,Yes,Night,Thu,Mini
RIDE100409,Thane,Powai,7.88,26,178.16,D1429,4.3,No,Afternoon,Thu,Auto
RIDE100410,Vashi,Worli,26.58,68,703.97,D1923,3.4,No,Night,Fri,SUV
RIDE100411,Dadar,Powai,24.72,72,827.14,D1493,4.2,No,Morning,Thu,Mini
RIDE100412,Kalyan,Matunga,27.04,92,327.06,D1612,4.5,No,Afternoon,Mon,Auto
RIDE100413,Panvel,Worli,5.01,12,132.08,D1704,4.2,No,Morning,Tue,SUV
RIDE100414,Panvel,Vikhroli,9.88,29,238.27,D1626,2.1,No,Afternoon,Thu,SUV
RIDE100415,Bandra,Sion,20.01,59,694.6,D1591,2.4,No,Afternoon,Sun,Auto
RIDE100416,Colaba,Matunga,27.63,95,345.57,D1520,2.6,No,Morning,Tue,SUV
RIDE100417,Andheri,Kurla,28.99,86,724.93,D1090,1.3,No,Morning,Fri,Auto
RIDE100418,Mulund,Wadala,21.87,66,607.77,D1611,1.2,No,Afternoon,Sat,SUV
RIDE100419,Borivali,Powai,7.86,24,236.57,D1292,1.8,No,Afternoon,Fri,Mini
RIDE100420,Andheri,Sion,9.13,22,127.24,D1282,4.1,No,Night,Thu,Mini
RIDE100421,Vashi,Powai,26.06,66,319.34,D1291,3.9,No,Evening,Wed,Sedan
RIDE100422,Colaba,Juhu,33.74,99,678.14,D1004,2.0,No,Morning,Fri,Auto
RIDE100423,Vashi,Vikhroli,12.56,32,286.77,D1263,4.5,No,Evening,Sat,SUV
RIDE100424,Mulund,Juhu,17.44,47,322.49,D1794,2.8,No,Morning,Thu,Auto
RIDE100425,Kalyan,Kurla,14.01,46,217.29,D1718,1.9,No,Evening,Fri,Auto
RIDE100426,Kalyan,Ghatkopar,10.77,31,309.31,D1350,1.3,No,Night,Wed,Sedan
RIDE100427,Colaba,Juhu,10.15,34,274.84,D1931,1.8,No,Afternoon,Sat,Mini
RIDE100428,Kalyan,Ghatkopar,8.79,29,271.68,D1364,1.6,No,Morning,Sat,SUV
RIDE100429,Panvel,Powai,26.98,82,298.31,D1493,2.5,No,Evening,Thu,Mini
RIDE100430,Vashi,Vikhroli,14.53,47,191.89,D1538,4.2,No,Morning,Fri,Sedan
RIDE100431,Mulund,Chembur,16.54,43,379.68,D1323,3.8,Yes,Afternoon,Thu,Auto
RIDE100432,Dadar,Sion,21.83,60,517.68,D1242,2.1,No,Evening,Wed,Mini
RIDE100433,Borivali,Wadala,8.16,26,157.55,D1874,2.6,No,Afternoon,Fri,Mini
RIDE100434,Thane,Vikhroli,28.34,86,890.09,D1200,1.6,No,Afternoon,Thu,Auto
RIDE100435,Bandra,Wadala,17.99,62,561.91,D1529,3.1,No,Night,Wed,Sedan
RIDE100436,Vashi,Juhu,2.62,6,36.9,D1220,4.3,No,Morning,Thu,Sedan
RIDE100437,Kalyan,Sion,13.25,40,400.82,D1352,1.1,No,Afternoon,Fri,Mini
RIDE100438,Kalyan,Sion,12.05,36,353.89,D1457,4.6,No,Evening,Thu,Mini
RIDE100439,Bandra,Sion,15.34,47,308.63,D1928,1.3,No,Afternoon,Wed,Sedan
RIDE100440,Kalyan,Vikhroli,21.58,62,694.71,D1799,4.5,No,Night,Thu,Mini
RIDE100441,Bandra,Powai,5.25,14,85.53,D1761,3.8,Yes,Afternoon,Thu,Auto
RIDE100442,Thane,Kurla,32.85,97,372.7,D1789,2.6,No,Morning,Mon,Sedan
RIDE100443,Panvel,Chembur,3.87,13,76.42,D1234,2.0,No,Afternoon,Tue,Mini
RIDE100444,Andheri,Powai,23.56,79,427.14,D1487,2.9,No,Evening,Fri,SUV
RIDE100445,Bandra,Worli,7.02,21,180.95,D1651,4.5,No,Evening,Wed,SUV
RIDE100446,Vashi,Ghatkopar,28.36,83,542.94,D1266,1.6,Yes,Afternoon,Wed,Sedan
RIDE100447,Borivali,Worli,1.28,4,43.1,D1488,2.2,No,Evening,Fri,Mini
RIDE100448,Andheri,Worli,13.7,39,328.99,D1404,2.0,No,Night,Sun,SUV
RIDE100449,Colaba,Vikhroli,3.69,11,84.56,D1819,4.6,No,Evening,Wed,Sedan
RIDE100450,Mulund,Ghatkopar,30.02,80,517.54,D1652,2.8,No,Night,Tue,Sedan
RIDE100451,Andheri,Chembur,2.69,8,39.4,D1104,2.1,No,Night,Sat,Auto
RIDE100452,Colaba,Kurla,6.12,18,113.51,D1319,4.1,No,Evening,Thu,Auto
RIDE100453,Dadar,Kurla,29.68,102,338.38,D1794,2.6,No,Afternoon,Tue,Sedan
RIDE100454,Mulund,Powai,5.15,16,83.55,D1789,4.9,No,Morning,Tue,SUV
RIDE100455,Thane,Worli,23.64,64,466.37,D1984,2.2,No,Morning,Sat,Auto
RIDE100456,Kalyan,Matunga,22.71,61,730.99,D1884,3.7,No,Afternoon,Sat,SUV
RIDE100457,Dadar,Powai,6.69,18,86.91,D1808,2.0,No,Night,Sat,Mini
RIDE100458,Dadar,Kurla,9.46,28,256.83,D1346,4.7,No,Morning,Mon,Sedan
RIDE100459,Bandra,Worli,27.91,73,441.45,D1571,4.2,No,Night,Sat,Mini
RIDE100460,Andheri,Wadala,13.18,34,427.91,D1496,3.8,No,Night,Tue,Mini
RIDE100461,Vashi,Sion,12.01,35,380.62,D1613,4.7,No,Morning,Fri,Mini
RIDE100462,Borivali,Vikhroli,28.86,87,616.22,D1794,3.6,No,Afternoon,Mon,Sedan
RIDE100463,Panvel,Ghatkopar,11.9,30,406.73,D1838,2.5,No,Night,Sun,Mini
RIDE100464,Panvel,Vikhroli,11.97,37,152.76,D1535,3.6,Yes,Afternoon,Tue,Auto
RIDE100465,Colaba,Kurla,17.5,45,424.82,D1856,2.6,No,Evening,Mon,Sedan
RIDE100466,Colaba,Juhu,25.41,63,839.19,D1671,3.0,No,Morning,Thu,Auto
RIDE100467,Dadar,Worli,26.28,89,802.87,D1813,3.8,No,Evening,Fri,Auto
RIDE100468,Thane,Vikhroli,3.65,9,83.9,D1103,3.9,No,Afternoon,Tue,Mini
RIDE100469,Panvel,Chembur,19.99,61,572.77,D1784,3.6,No,Night,Sat,SUV
RIDE100470,Thane,Chembur,27.94,85,631.93,D1673,1.6,No,Night,Wed,Sedan
RIDE100471,Vashi,Sion,29.73,86,767.96,D1845,3.9,No,Afternoon,Thu,Sedan
RIDE100472,Dadar,Matunga,16.21,46,456.44,D1291,3.4,No,Evening,Mon,Sedan
RIDE100473,Colaba,Ghatkopar,30.09,75,919.2,D1706,4.3,No,Afternoon,Mon,Auto
RIDE100474,Borivali,Sion,6.31,17,203.44,D1255,1.9,No,Morning,Fri,SUV
RIDE100475,Panvel,Ghatkopar,25.97,83,774.49,D1177,3.0,No,Morning,Fri,Sedan
RIDE100476,Andheri,Juhu,13.97,45,461.66,D1342,2.4,No,Night,Sun,Auto
RIDE100477,Colaba,Juhu,32.57,102,840.46,D1055,2.2,Yes,Afternoon,Wed,Mini
RIDE100478,Bandra,Powai,23.9,83,819.2,D1770,3.4,No,Afternoon,Thu,Sedan
RIDE100479,Mulund,Chembur,5.49,14,133.33,D1050,3.2,No,Night,Fri,SUV
RIDE100480,Bandra,Chembur,17.35,46,344.97,D1585,1.8,No,Afternoon,Tue,Auto
RIDE100481,Kalyan,Wadala,12.0,41,146.88,D1687,2.7,No,Afternoon,Wed,Sedan
RIDE100482,Panvel,Powai,27.17,72,509.24,D1841,5.0,No,Afternoon,Thu,Auto
RIDE100483,Colaba,Ghatkopar,24.3,64,685.56,D1087,1.4,Yes,Afternoon,Sun,Sedan
RIDE100484,Andheri,Sion,24.59,64,522.58,D1023,2.3,No,Afternoon,Tue,Sedan
RIDE100485,Vashi,Matunga,22.18,77,607.22,D1684,1.1,No,Morning,Wed,Mini
RIDE100486,Andheri,Vikhroli,7.82,24,131.24,D1476,3.6,Yes,Night,Sat,Sedan
RIDE100487,Dadar,Kurla,1.65,5,43.29,D1236,4.9,No,Morning,Wed,SUV
RIDE100488,Panvel,Worli,3.99,10,136.34,D1574,4.7,Yes,Afternoon,Fri,Sedan
RIDE100489,Dadar,Matunga,14.38,38,268.47,D1360,2.4,No,Evening,Sun,Auto
RIDE100490,Kalyan,Wadala,31.27,103,335.73,D1568,4.8,No,Evening,Thu,Mini
RIDE100491,Thane,Wadala,18.7,59,594.99,D1702,1.9,No,Afternoon,Thu,Sedan
RIDE100492,Panvel,Sion,16.27,42,428.09,D1594,3.2,No,Afternoon,Wed,Mini
RIDE100493,Mulund,Chembur,23.31,71,325.2,D1069,3.2,No,Morning,Tue,Sedan
RIDE100494,Bandra,Powai,27.02,91,549.88,D1421,2.2,No,Evening,Tue,Mini
RIDE100495,Thane,Chembur,7.28,23,184.18,D1273,3.4,No,Afternoon,Tue,Auto
RIDE100496,Dadar,Kurla,24.4,72,550.42,D1619,2.9,No,Afternoon,Sun,SUV
RIDE100497,Borivali,Matunga,5.68,15,61.38,D1782,4.9,No,Night,Tue,Mini
RIDE100498,Colaba,Kurla,7.02,24,147.29,D1631,3.0,No,Night,Tue,SUV
RIDE100499,Mulund,Powai,21.67,72,606.87,D1403,3.4,No,Morning,Fri,Auto
RIDE100500,Borivali,Matunga,29.12,74,1016.17,D1531,3.2,No,Morning,Fri,SUV
RIDE100501,Vashi,Powai,7.45,21,239.22,D1792,4.3,No,Night,Wed,Auto
RIDE100502,Vashi,Chembur,16.76,52,205.49,D1512,1.5,No,Afternoon,Thu,SUV
RIDE100503,Dadar,Matunga,1.85,5,59.97,D1917,1.8,No,Evening,Wed,Mini
RIDE100504,Thane,Kurla,4.88,14,93.08,D1536,3.8,No,Afternoon,Thu,SUV
RIDE100505,Andheri,Chembur,32.02,98,848.15,D1153,1.6,No,Morning,Thu,Sedan
RIDE100506,Kalyan,Matunga,10.82,29,351.26,D1983,1.8,No,Evening,Mon,SUV
RIDE100507,Borivali,Matunga,19.48,48,624.68,D1243,1.9,No,Night,Thu,SUV
RIDE100508,Thane,Juhu,21.4,58,506.83,D1634,3.5,No,Afternoon,Mon,Mini
RIDE100509,Bandra,Powai,23.21,58,727.53,D1683,3.3,No,Evening,Mon,Auto
RIDE100510,Thane,Wadala,34.79,92,595.24,D1676,3.8,No,Afternoon,Thu,Sedan
RIDE100511,Andheri,Kurla,27.13,76,880.05,D1839,1.3,No,Morning,Wed,SUV
RIDE100512,Bandra,Kurla,24.62,68,570.6,D1537,1.8,No,Morning,Mon,Auto
RIDE100513,Borivali,Juhu,32.75,114,562.63,D1623,4.4,No,Evening,Tue,SUV
RIDE100514,Vashi,Matunga,17.75,47,447.92,D1725,2.2,No,Morning,Mon,SUV
RIDE100515,Thane,Ghatkopar,28.19,98,573.7,D1341,2.4,No,Afternoon,Mon,Mini
RIDE100516,Kalyan,Vikhroli,27.87,78,631.74,D1331,4.1,No,Evening,Wed,SUV
RIDE100517,Panvel,Juhu,33.64,112,499.57,D1853,2.4,No,Night,Sun,Auto
RIDE100518,Bandra,Matunga,6.28,18,198.64,D1917,2.3,No,Night,Sat,Auto
RIDE100519,Vashi,Vikhroli,20.21,64,482.6,D1019,1.8,No,Evening,Mon,Mini
RIDE100520,Kalyan,Powai,12.53,36,292.66,D1169,3.3,No,Morning,Sun,Sedan
RIDE100521,Dadar,Powai,10.23,26,326.61,D1380,2.8,No,Afternoon,Fri,Sedan
RIDE100522,Bandra,Kurla,13.72,34,206.52,D1094,2.8,Yes,Night,Fri,Mini
RIDE100523,Colaba,Sion,32.4,104,748.14,D1794,2.3,No,Morning,Sun,Mini
RIDE100524,Colaba,Powai,16.62,53,383.23,D1004,2.2,Yes,Morning,Wed,SUV
RIDE100525,Andheri,Kurla,18.7,59,333.08,D1591,4.0,No,Afternoon,Wed,Mini
RIDE100526,Colaba,Vikhroli,10.41,29,218.9,D1120,2.1,No,Morning,Mon,Auto
RIDE100527,Colaba,Worli,12.91,36,174.79,D1721,4.2,No,Afternoon,Mon,Sedan
RIDE100528,Panvel,Sion,19.38,49,207.85,D1924,3.7,No,Morning,Mon,SUV
RIDE100529,Mulund,Chembur,24.96,84,642.39,D1706,3.8,No,Evening,Wed,Mini
RIDE100530,Vashi,Kurla,34.11,111,738.22,D1134,1.4,No,Night,Mon,SUV
RIDE100531,Kalyan,Matunga,17.0,58,231.08,D1917,3.5,No,Night,Tue,Sedan
RIDE100532,Dadar,Matunga,17.58,45,225.41,D1490,2.8,No,Evening,Fri,Mini
RIDE100533,Vashi,Kurla,14.79,47,187.46,D1569,3.6,No,Night,Thu,SUV
RIDE100534,Colaba,Juhu,9.29,24,204.93,D1067,2.4,No,Night,Sun,SUV
RIDE100535,Panvel,Sion,19.51,53,518.29,D1079,4.0,No,Night,Mon,SUV
RIDE100536,Dadar,Worli,4.32,12,76.47,D1415,1.3,No,Night,Wed,SUV
RIDE100537,Andheri,Kurla,8.4,22,205.96,D1773,3.5,Yes,Afternoon,Sat,Mini
RIDE100538,Borivali,Worli,10.91,33,231.06,D1210,3.7,No,Evening,Thu,Sedan
RIDE100539,Thane,Juhu,1.28,4,25.73,D1130,4.4,Yes,Morning,Mon,Sedan
RIDE100540,Thane,Vikhroli,30.43,83,838.52,D1403,3.5,No,Night,Thu,SUV
RIDE100541,Vashi,Ghatkopar,23.52,69,345.88,D1393,4.4,No,Night,Tue,Sedan
RIDE100542,Bandra,Chembur,1.39,4,18.9,D1906,2.9,No,Afternoon,Mon,Mini
RIDE100543,Mulund,Matunga,31.38,100,1043.63,D1638,1.7,No,Night,Thu,Sedan
RIDE100544,Colaba,Chembur,15.44,38,346.69,D1748,1.9,No,Night,Fri,Sedan
RIDE100545,Andheri,Powai,20.32,65,260.69,D1493,4.8,Yes,Evening,Thu,Auto
RIDE100546,Vashi,Juhu,4.01,11,114.45,D1983,3.7,No,Evening,Fri,Auto
RIDE100547,Dadar,Worli,27.47,81,626.77,D1480,3.3,No,Evening,Sun,Sedan
RIDE100548,Kalyan,Chembur,2.2,7,63.22,D1744,4.1,No,Night,Fri,Mini
RIDE100549,Panvel,Powai,23.31,65,662.81,D1027,2.1,Yes,Morning,Sun,Sedan
RIDE100550,Kalyan,Chembur,21.94,60,360.34,D1759,1.4,No,Afternoon,Sat,SUV
RIDE100551,Dadar,Chembur,9.88,31,218.57,D1818,3.1,Yes,Morning,Tue,Mini
RIDE100552,Borivali,Wadala,27.19,74,571.12,D1652,1.7,No,Evening,Mon,Sedan
